Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,All_NBA_Pos,Win_Prop
Moritz Wagner,C,22,WAS,37,5,707,8.6,15.1,0.575,1.5,4.4,0.34299999999999997,7.1,10.6,0.6709999999999999,4.4,5.4,0.8170000000000001,3.4,9.3,12.7,3.2,1.5,1.1,3.6,8.8,23.2,119.0,114,Center,0.024716786817713696
Dion Waiters,SG,28,MIA,3,0,42,11.6,30.3,0.385,9.3,19.8,0.47100000000000003,2.3,10.5,0.222,0.0,1.2,0.0,0.0,12.8,12.8,3.5,0.0,2.3,3.5,5.8,32.6,93.0,108,Guard,0.042224510813594233
Kemba Walker,PG,29,BOS,50,50,1592,10.6,25.3,0.42100000000000004,5.0,13.3,0.377,5.6,12.0,0.47,5.9,6.8,0.867,1.0,5.2,6.2,7.5,1.4,0.8,3.3,2.3,32.2,115.0,109,Guard,0.044284243048403706
Lonnie Walker,SG,21,SAS,53,4,767,7.3,16.7,0.434,1.8,4.4,0.408,5.4,12.3,0.444,2.4,3.3,0.7170000000000001,1.3,5.9,7.2,2.9,1.8,0.8,1.9,4.4,18.7,101.0,114,Guard,0.027806385169927908
Tyrone Wallace,SG,25,ATL,14,0,160,4.1,12.8,0.318,0.3,4.4,0.067,3.8,8.4,0.44799999999999995,3.2,5.0,0.647,0.9,5.5,6.4,3.8,2.0,0.3,2.9,5.5,11.6,80.0,115,Guard,0.02059732234809475
Taurean Prince,SF,25,BRK,64,61,1857,7.1,18.9,0.376,3.7,11.0,0.33899999999999997,3.4,7.9,0.429,1.8,2.3,0.7979999999999999,1.3,8.5,9.7,3.0,1.5,0.6,3.2,4.1,19.8,94.0,108,Forward,0.030895983522142123
Derrick Walton,PG,24,TOT,26,1,248,3.4,7.4,0.462,1.9,4.6,0.41700000000000004,1.5,2.9,0.5329999999999999,1.3,1.7,0.778,0.4,2.7,3.1,5.2,1.3,0.0,1.0,4.0,10.1,131.0,112,Guard,0.03333333333333334
Brad Wanamaker,PG,30,BOS,63,1,1215,5.4,12.7,0.428,1.3,3.6,0.36700000000000005,4.1,9.1,0.452,4.3,4.6,0.9309999999999999,0.8,4.2,4.9,6.3,2.1,0.5,2.8,4.8,16.4,112.0,108,Guard,0.044284243048403706
T.J. Warren,SF,26,IND,61,61,1984,11.3,21.3,0.529,1.7,4.5,0.375,9.6,16.8,0.5710000000000001,3.7,4.6,0.812,1.5,4.4,5.9,2.1,1.7,0.7,1.9,4.2,28.0,115.0,110,Forward,0.04016477857878476
P.J. Washington,PF,21,CHO,58,57,1759,7.6,16.8,0.455,2.4,6.6,0.374,5.2,10.2,0.507,2.5,3.9,0.647,1.7,7.3,9.0,3.5,1.5,1.3,2.6,4.5,20.2,105.0,112,Forward,0.02368692070030896
Yuta Watanabe,SG,25,MEM,16,0,99,5.7,13.7,0.414,1.4,3.8,0.375,4.2,9.9,0.429,1.4,3.8,0.375,2.8,5.2,8.0,1.9,2.4,0.5,0.9,4.2,14.2,101.0,111,Guard,0.032955715756951595
Tremont Waters,PG,22,BOS,10,0,89,6.5,19.0,0.34299999999999997,1.6,9.2,0.17600000000000002,4.9,9.8,0.5,3.3,3.3,1.0,0.0,4.9,4.9,6.5,2.7,1.1,5.4,6.0,17.9,83.0,106,Guard,0.044284243048403706
Paul Watson,SF-SG,25,TOT,5,0,25,0.0,15.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,1.9,3.8,0.5,0.0,7.5,7.5,9.4,1.9,1.9,0.0,1.9,1.9,46.0,110,Forward,0.03333333333333334
Quinndary Weatherspoon,SG,23,SAS,3,0,15,0.0,9.6,0.0,0.0,3.2,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.0,21.0,121,Guard,0.027806385169927908
Russell Westbrook,PG,31,HOU,53,53,1905,13.9,29.2,0.474,1.2,4.9,0.254,12.6,24.3,0.518,6.6,8.4,0.777,2.3,8.1,10.4,9.0,2.1,0.4,5.8,4.6,35.5,107.0,109,Guard,0.0411946446961895
Coby White,SG,19,CHI,65,1,1674,9.0,22.8,0.39399999999999996,3.8,10.8,0.354,5.2,12.0,0.43,2.9,3.7,0.7909999999999999,0.8,5.8,6.6,5.0,1.4,0.2,3.1,3.4,24.7,100.0,112,Guard,0.02265705458290422
Derrick White,SG,25,SAS,61,13,1468,7.0,15.2,0.45899999999999996,1.9,5.2,0.35600000000000004,5.1,9.9,0.513,4.9,5.7,0.857,1.0,5.3,6.3,6.7,1.3,1.8,2.5,4.4,20.7,117.0,114,Guard,0.027806385169927908
Hassan Whiteside,C,30,POR,61,61,1911,10.4,16.9,0.618,0.1,0.2,0.5710000000000001,10.3,16.7,0.619,3.8,5.6,0.68,6.1,15.6,21.7,1.8,0.6,4.7,2.9,4.5,24.8,124.0,106,Center,0.029866117404737384
Andrew Wiggins,SF-SG,24,TOT,54,54,1858,11.0,24.6,0.447,2.8,8.4,0.332,8.2,16.2,0.506,4.8,6.7,0.7090000000000001,1.7,5.2,6.9,5.0,1.1,1.3,3.3,3.2,29.6,105.0,114,Forward,0.03333333333333334
Grant Williams,PF,21,BOS,62,5,970,4.0,9.6,0.41700000000000004,1.0,4.2,0.247,2.9,5.3,0.551,1.8,2.5,0.725,2.9,5.3,8.2,3.1,1.4,1.6,2.3,7.4,10.9,105.0,108,Forward,0.044284243048403706
Johnathan Williams,C,24,WAS,11,5,135,5.5,8.6,0.64,0.0,0.7,0.0,5.5,8.0,0.696,1.0,1.7,0.6,5.2,9.7,14.9,2.1,0.3,2.1,1.4,3.8,12.1,132.0,115,Center,0.024716786817713696
Kenrich Williams,PF,25,NOP,35,18,779,2.9,8.5,0.34299999999999997,1.5,5.7,0.26,1.4,2.8,0.511,0.5,1.4,0.375,2.9,7.7,10.6,3.1,1.5,1.2,1.2,4.8,7.8,103.0,111,Forward,0.028836251287332648
Lou Williams,SG,33,LAC,60,8,1757,9.8,23.7,0.41600000000000004,2.9,7.9,0.363,7.0,15.8,0.442,7.5,8.6,0.863,0.8,4.2,5.0,9.2,1.1,0.3,4.6,2.1,30.0,109.0,111,Guard,0.04531410916580844
Marvin Williams,PF,33,TOT,52,1,1011,5.3,12.1,0.442,2.5,7.0,0.361,2.8,5.1,0.552,2.3,2.6,0.87,1.0,6.2,7.2,2.7,1.7,1.3,1.4,4.6,15.5,116.0,110,Forward,0.03333333333333334
Robert Williams,C,22,BOS,23,1,323,6.3,9.3,0.677,0.0,0.0,0.0,6.3,9.3,0.677,2.1,3.7,0.56,5.1,11.1,16.2,3.3,3.0,4.2,3.0,6.0,14.7,123.0,98,Center,0.044284243048403706
Nigel Williams-Goss,PG,25,UTA,9,0,28,1.7,12.2,0.14300000000000002,0.0,3.5,0.0,1.7,8.7,0.2,3.5,3.5,1.0,3.5,5.2,8.7,8.7,1.7,1.7,3.5,3.5,7.0,80.0,108,Guard,0.042224510813594233
Zion Williamson,PF,19,NOP,19,19,565,14.1,23.9,0.589,0.5,1.1,0.462,13.6,22.8,0.595,8.0,12.4,0.645,4.5,6.1,10.5,3.4,1.3,0.7,4.2,2.6,36.6,116.0,113,Forward,0.028836251287332648
D.J. Wilson,PF,23,MIL,31,0,280,6.5,16.5,0.396,2.3,9.0,0.255,4.2,7.5,0.565,1.0,1.5,0.667,1.6,9.5,11.1,3.6,0.3,0.8,2.4,4.2,16.3,95.0,104,Forward,0.05458290422245108
Justise Winslow,SF,23,MIA,11,5,352,6.9,17.9,0.38799999999999996,0.8,3.8,0.222,6.1,14.2,0.431,2.5,3.8,0.667,2.2,7.9,10.1,6.1,1.0,0.7,3.3,5.3,17.2,93.0,111,Forward,0.042224510813594233
Christian Wood,PF,24,DET,62,12,1325,10.7,18.9,0.5670000000000001,2.0,5.2,0.386,8.7,13.7,0.636,6.7,9.0,0.7440000000000001,3.9,10.6,14.5,2.2,1.3,2.0,3.1,3.6,30.1,123.0,110,Forward,0.02059732234809475
Delon Wright,SG,27,DAL,65,5,1412,6.1,13.1,0.47,1.5,4.0,0.385,4.6,9.1,0.508,2.4,3.1,0.789,2.3,6.6,8.9,7.5,2.6,0.7,2.3,2.8,16.3,121.0,109,Guard,0.0411946446961895
Justin Wright-Foreman,PG,22,UTA,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,Guard,0.042224510813594233
Thaddeus Young,PF,31,CHI,64,16,1591,8.1,18.2,0.44799999999999995,2.4,6.7,0.35600000000000004,5.8,11.5,0.501,1.3,2.2,0.583,2.8,6.7,9.5,3.5,2.8,0.7,3.1,4.1,20.0,101.0,108,Forward,0.02265705458290422
Trae Young,PG,21,ATL,60,60,2120,12.0,27.5,0.43700000000000006,4.5,12.5,0.361,7.5,15.0,0.501,10.6,12.3,0.86,0.7,4.9,5.6,12.3,1.4,0.2,6.4,2.3,39.1,114.0,117,Guard,0.02059732234809475
Cody Zeller,C,27,CHO,58,39,1341,9.4,17.9,0.524,0.7,2.8,0.24,8.7,15.1,0.5770000000000001,4.6,6.7,0.682,6.0,9.4,15.4,3.3,1.5,0.9,2.8,5.2,24.0,116.0,111,Center,0.02368692070030896
Ante Žižić,C,23,CLE,22,0,221,9.0,15.9,0.569,0.0,0.0,0.0,9.0,15.9,0.569,3.1,4.2,0.737,4.0,10.6,14.5,1.3,1.5,1.1,2.2,5.9,21.1,116.0,113,Center,0.01956745623069001
Ivica Zubac,C,22,LAC,64,62,1156,8.2,13.7,0.601,0.0,0.1,0.0,8.2,13.6,0.605,4.4,5.8,0.759,6.8,12.0,18.8,2.8,0.5,2.4,2.2,6.0,20.8,132.0,104,Center,0.04531410916580844
